Tweet:lihat magnus chase ... lihat price tag ... ummmmmm ... im fine ... yas ... ok ... 	 ReaderName:maya_มะยๅ 	 ReaderScreenName:mypxckyyy 	 ReaderId:261068778 	 userLocation:my cave 	 FollowersCount:464 	 FriendsCount:245 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-27 03:09:19 
Tweet:#10: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… http://t.co/GKQ7xXWPfR 	 ReaderName:Occupy Vancouver 	 ReaderScreenName:A5Whatever 	 ReaderId:371041947 	 userLocation:Vancouver BC Canada 	 FollowersCount:385 	 FriendsCount:3 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 08:02:03 
Tweet:@emxlystark I just bought Rick Riordan's new book, the first of the Magnus Chase series even tho I haven't finished blood of Olympus yet.... 	 ReaderName:Jnet 	 ReaderScreenName:jnetxo 	 ReaderId:25177984 	 userLocation:Defending the Booty 	 FollowersCount:575 	 FriendsCount:367 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 07:42:01 
Tweet:Read This Book http://t.co/yuTDSaTler #2553 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan -  MP3 CD Aud… http://t.co/86MJwty0xa 	 ReaderName:NEW BOOK 	 ReaderScreenName:B0_S8_HX 	 ReaderId:3437658153 	 userLocation:USA 	 FollowersCount:56 	 FriendsCount:18 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 07:29:23 
Tweet:Finished Magnus Chase and the Sword of Summer !
It was nice :3! Magnus is close enough to Percy to make a nice hero but different enough too 	 ReaderName:Lex ☆ Fethmus Mioma 	 ReaderScreenName:LexMoooomoo 	 ReaderId:1683327740 	 userLocation:Paris (France) 	 FollowersCount:354 	 FriendsCount:138 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 07:05:30 
Tweet:The Magnus Chase tag is a wild mess. 	 ReaderName:DIO @ RWBY S3 	 ReaderScreenName:straybladed 	 ReaderId:2380020012 	 userLocation:whale island 	 FollowersCount:48 	 FriendsCount:76 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 06:59:51 
Tweet:AND MAGNUS CHASE WTF WTF MAGNUUUUUUUS 	 ReaderName:leysha 	 ReaderScreenName:_alsstpl 	 ReaderId:850564574 	 userLocation:Iloilo City, Western Visayas 	 FollowersCount:316 	 FriendsCount:206 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 06:49:11 
Tweet:Magnus Chase and the swords of summer gale. hahah 	 ReaderName:Dexiel☯ 	 ReaderScreenName:herecomesdexiel 	 ReaderId:616112897 	 userLocation:Iloilo City 	 FollowersCount:352 	 FriendsCount:230 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 06:47:52 
Tweet:@eulliaysayah ugh hearthstone gahd magnus chase gahd okay bye 	 ReaderName:wood•y 	 ReaderScreenName:papaparaph 	 ReaderId:1680664879 	 userLocation:Lipa // Los Baños 	 FollowersCount:423 	 FriendsCount:457 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 05:57:38 
Tweet:Read This Book http://t.co/J4hl97ywvL #8664 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan -  MP3 CD Aud… http://t.co/yDlv1iaIw6 	 ReaderName:FITNESS 	 ReaderScreenName:UCU_X9X_CV 	 ReaderId:3234176642 	 userLocation:USA 	 FollowersCount:73 	 FriendsCount:28 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 05:53:11 
Tweet:Magnus Chase: a reminder of why I love Rick Riordan books ☺️📖💚 	 ReaderName:audrey s. // malfoy 	 ReaderScreenName:theaudreytorium 	 ReaderId:494892521 	 userLocation:hp & 5sos trash || #SLFLManila 	 FollowersCount:171 	 FriendsCount:183 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 05:50:04 
Tweet:I WANT TO HAVE A COPY OF MAGNUS CHASE. Gonna support this book LOVE THIS NEW SERIES,ALMOST DONE!! &lt;3 	 ReaderName:Erjhon ツ 	 ReaderScreenName:erjhon11_DJ 	 ReaderId:604311548 	 userLocation:Philippines 	 FollowersCount:2148 	 FriendsCount:272 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 05:45:48 
Tweet:@camphalfblood will magnus chase at the very least be my dead bisexual son??? or my dead aromantic son??????? i need to know because im Dyin 	 ReaderName:fie 	 ReaderScreenName:vaporvvaves 	 ReaderId:2717257157 	 userLocation:homestead, fl 	 FollowersCount:16 	 FriendsCount:27 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 05:45:22 
Tweet:Still waiting for my Magnus Chase book 	 ReaderName:Raphanzel 	 ReaderScreenName:Raffy_Toffee 	 ReaderId:626438490 	 userLocation:Philippines 	 FollowersCount:230 	 FriendsCount:244 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 05:33:08 
Tweet:Just watching tv when suddenly an ad for Magnus Chase comes on! 😮😁 #australiarepresent #MagnusChase  @camphalfblood 	 ReaderName:im on follow limit 	 ReaderScreenName:jano5sosfangirl 	 ReaderId:592386075 	 userLocation:Hogwarts & Camp Half-Blood 	 FollowersCount:1354 	 FriendsCount:1992 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 05:32:18 
Tweet:I will try to buy Magnus Chase and The Gods of Asgard: The Sword of Summer.....probably tomorrow 	 ReaderName:Alex... 	 ReaderScreenName:bloomnwinter16 	 ReaderId:2841711756 	 userLocation:California 	 FollowersCount:299 	 FriendsCount:845 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 05:28:42 
Tweet:[BUKU BARU] Magnus Chase &amp; The Gods of Asgard • @camphalfblood • Harga Rp 96.000,- • http://t.co/I5LQ17DLZF • http://t.co/KRUML60exQ 	 ReaderName:Penerbit Noura Books 	 ReaderScreenName:NouraBooks 	 ReaderId:170280217 	 userLocation:Jagakarsa, Jakarta, Indonesia 	 FollowersCount:21232 	 FriendsCount:517 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 05:20:05 
Tweet:Magnus Chase and the sword of summer. Just finished that. Quite an interesting read. 	 ReaderName:Kweli 	 ReaderScreenName:Kweli_ 	 ReaderId:260872583 	 userLocation:Right behind you 	 FollowersCount:1141 	 FriendsCount:1075 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 05:10:32 
Tweet:RT @MightaZerie: #Giveaway RT+ Follow to win Greek Heroes &amp; Magnus Chase PB with a CHB Tee! Ends 10/31. May the gods be in your favor. http… 	 ReaderName:Hope Elize ⚓️ 	 ReaderScreenName:HopeDue 	 ReaderId:38853463 	 userLocation:meliora eligo 	 FollowersCount:588 	 FriendsCount:372 	 CreatedTime:False 	 Retweeted:377 	 RetweetCount:2015-10-19 04:40:11 
Tweet:iM GETTING NEW BOOKS TODAY PLUS MY MONEY FOR MAGNUS CHASE IM SO HAPPY I SWEAR I JSUTWA NNA CRY 	 ReaderName:hannah 	 ReaderScreenName:NlCERCY 	 ReaderId:2178269602 	 userLocation:earth mom :) 	 FollowersCount:8010 	 FriendsCount:266 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 04:14:28 
Tweet:@mysterygeeks Magnus Chase and the Gods of Asgard - The Sword of Summer 	 ReaderName:2sp00ky4kevin 	 ReaderScreenName:OutkastKing 	 ReaderId:1544442211 	 userLocation:Los Angeles 	 FollowersCount:132 	 FriendsCount:270 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 03:54:34 
Tweet:I totally have a crush on Magnus Chase. Only one? #SwordOfSummer 	 ReaderName:Rochelle♡ 	 ReaderScreenName:HeyItsRochellee 	 ReaderId:295275535 	 userLocation: 	 FollowersCount:879 	 FriendsCount:1317 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 03:33:26 
Tweet:Read This Book http://t.co/ID39GLJEAz #6971 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan -  MP3 CD Aud… http://t.co/dS1T4WB3wL 	 ReaderName:EP_33_HG 	 ReaderScreenName:EP_33_HG 	 ReaderId:3319671100 	 userLocation:USA 	 FollowersCount:34 	 FriendsCount:1 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 03:32:27 
Tweet:"Chocolate must be savoured, not rushed." - Magnus Chase is my new best friend.
#SwordOfSummer https://t.co/witwv1VniM 	 ReaderName:Tiger Lily 	 ReaderScreenName:amnisuhana 	 ReaderId:435089150 	 userLocation:On ARGO II with Leo Valdez 	 FollowersCount:383 	 FriendsCount:905 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 03:28:42 
Tweet:i haven't finished magnus chase yet, im only half way finished :( 	 ReaderName:Shan 	 ReaderScreenName:SourShan 	 ReaderId:2777214387 	 userLocation:space  	 FollowersCount:33 	 FriendsCount:87 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 03:25:57 
Tweet:RT @cursedbythegods: Percy Jackson's sarcasm is about 8/10 while Magnus Chase's is a solid 78/10 legit and no exaggeration 	 ReaderName:Shan 	 ReaderScreenName:SourShan 	 ReaderId:2777214387 	 userLocation:space  	 FollowersCount:33 	 FriendsCount:87 	 CreatedTime:False 	 Retweeted:19 	 RetweetCount:2015-10-19 03:18:50 
Tweet:RT @nicodiangst: Magnus Chase is like 838292/10 when it comes to sassiness. 	 ReaderName:Shan 	 ReaderScreenName:SourShan 	 ReaderId:2777214387 	 userLocation:space  	 FollowersCount:33 	 FriendsCount:87 	 CreatedTime:False 	 Retweeted:8 	 RetweetCount:2015-10-19 03:18:01 
Tweet:@camphalfblood it's frustrating reading Magnus Chase.Because there's a part of me loving the book.But the other part is wondering about Leo 	 ReaderName:Justtap 	 ReaderScreenName:CwJusttap 	 ReaderId:926244949 	 userLocation:Ohio 	 FollowersCount:157 	 FriendsCount:464 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 03:16:39 
Tweet:Read This Book http://t.co/PZ38FfBCwj #8223 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan -  MP3 CD Aud… http://t.co/pzpibfekHl 	 ReaderName:Read This Book 	 ReaderScreenName:BT_J4_MP 	 ReaderId:3318604629 	 userLocation:USA 	 FollowersCount:44 	 FriendsCount:1 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 03:12:54 
Tweet:Read This Book http://t.co/NJJE8VwbZD #8317 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan -  MP3 CD Aud… http://t.co/KGegAiA3RM 	 ReaderName:BOOKSHOP USA 	 ReaderScreenName:A7_V2_DX 	 ReaderId:3437657079 	 userLocation:USA 	 FollowersCount:38 	 FriendsCount:20 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 03:10:03 
Tweet:Read This Book http://t.co/HAywCDhRq8 #6304 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan -  MP3 CD Aud… http://t.co/Zu1Mkcu5aP 	 ReaderName:Read This Book 	 ReaderScreenName:IR_HH_PF 	 ReaderId:3243719611 	 userLocation:USA 	 FollowersCount:48 	 FriendsCount:18 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 03:07:13 
Tweet:Tbh ever since i finished magnus chase yesterday ive been wondering what sumarbrander would look like as a sword persona touken ranbu style 	 ReaderName:Téa Abastillas 	 ReaderScreenName:pannachaaa 	 ReaderId:945562746 	 userLocation:everywhere 	 FollowersCount:133 	 FriendsCount:367 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 03:04:28 
Tweet:About to read some Magnus chase, book is too hype 	 ReaderName:Jared Bumgarner 	 ReaderScreenName:JBummy10 	 ReaderId:337549667 	 userLocation:Orlando 	 FollowersCount:187 	 FriendsCount:331 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 02:47:12 
Tweet:Haven't bought Magnus Chase yet. Is it nice? 	 ReaderName:projects! ryan 	 ReaderScreenName:ravencIaw 	 ReaderId:288141668 	 userLocation:drowning in books 	 FollowersCount:3408 	 FriendsCount:1912 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 02:30:01 
Tweet:Everyday my question inside my head is, "To reread Magnus Chase or not to reread Magnus Chase?" 	 ReaderName:JayCee~♡♥ 	 ReaderScreenName:JCDBuduhan 	 ReaderId:263094159 	 userLocation: 	 FollowersCount:98 	 FriendsCount:149 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 02:27:13 
Tweet:i honestly need to finish magnus chase but life keeps knocking me down whenever i have the time to 	 ReaderName:amandearly departed 	 ReaderScreenName:gatsbees 	 ReaderId:1124167219 	 userLocation:your local speakBEESy 	 FollowersCount:134 	 FriendsCount:430 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 01:56:27 
Tweet:Read This Book http://t.co/VWML7OWX2J #4361 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan -  MP3 CD Aud… http://t.co/AQ9GpjgdVI 	 ReaderName:READ THIS BOOK 	 ReaderScreenName:CU_IF_D4 	 ReaderId:3322773185 	 userLocation:USA 	 FollowersCount:44 	 FriendsCount:3 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 01:53:11 
Tweet:@thebooktraveler I know that for his new series, Magnus Chase, there are shields! I still don't have the Camp Half Blood shirt :'( 	 ReaderName:JESS ♡ 	 ReaderScreenName:PrincessicaOB 	 ReaderId:3274989854 	 userLocation:Golden State, USA 	 FollowersCount:602 	 FriendsCount:755 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 01:22:51 
Tweet:Magnus Chase: The sword of summer.
Bruh this book is so good like its litterly better than Nutella 	 ReaderName:Jenny 	 ReaderScreenName:LowkeyJenny_ 	 ReaderId:1661653496 	 userLocation:Taco Bell 	 FollowersCount:142 	 FriendsCount:171 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 01:08:16 
Tweet:ok i guess im falling in love with magnus chase 	 ReaderName:~(•-•)~ 	 ReaderScreenName:taycalypso 	 ReaderId:1097558479 	 userLocation: 	 FollowersCount:1075 	 FriendsCount:536 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 01:02:34 
Tweet:@camphalfblood It was wonderful to spend my weekend inside the sassy mind of Magnus Chase. I can't wait for the sequel! 	 ReaderName:Tatiana Bickler 	 ReaderScreenName:TLBickler 	 ReaderId:3548170593 	 userLocation:Seattle, WA 	 FollowersCount:27 	 FriendsCount:84 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 00:57:22 
Tweet:@camphalfblood do you know when will de Magnus Chase 's book is going to be for sale in Argentina? 😯 can't wait to read it!! 	 ReaderName:Ari Höhn 	 ReaderScreenName:ari_hohn 	 ReaderId:3398146306 	 userLocation: 	 FollowersCount:24 	 FriendsCount:150 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 00:53:21 
Tweet:Read This Book http://t.co/mYNz6IWOEg #8330 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan -  MP3 CD Aud… http://t.co/lh2iDhs5le 	 ReaderName:Read The Best Book 	 ReaderScreenName:FF_D7_EQ 	 ReaderId:3260874547 	 userLocation:USA 	 FollowersCount:56 	 FriendsCount:12 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 00:51:57 
Tweet:@camphalfblood after reading only half of Magnus Chase, I really want to try Falafel 	 ReaderName:Wyatt Nun 	 ReaderScreenName:wyattnun16 	 ReaderId:2333959226 	 userLocation: 	 FollowersCount:116 	 FriendsCount:316 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 00:47:48 
Tweet:Starting on Rick Riordan's new Magnus Chase. I'm so excited! 	 ReaderName:Ryan Chang 	 ReaderScreenName:RyanLionIrony 	 ReaderId:1012576302 	 userLocation: 	 FollowersCount:69 	 FriendsCount:63 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 00:25:09 
Tweet:i also bought magnus chase (even though i said i wouldn't, bc it was only $15) and i have 12 books out of the library 	 ReaderName:nicola 	 ReaderScreenName:darlingargents 	 ReaderId:1668224754 	 userLocation:multishipper hell 	 FollowersCount:18 	 FriendsCount:95 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 00:22:18 
Tweet:Just got Magnus Chase and literally already cried and laughed and I'm only in the third chapter. http://t.co/nUYZTzeXtN 	 ReaderName:spxxky talia 	 ReaderScreenName:mxxnlanding 	 ReaderId:2942078204 	 userLocation:ada oklahoma 	 FollowersCount:162 	 FriendsCount:193 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 00:12:43 
Tweet:@HIDESKANEKl I CHOSE TO READ MAGNUS CHASE INSTEAD OF MY TEXTBOOKS. 	 ReaderName:Peter Pan 	 ReaderScreenName:DeviousLostBoy 	 ReaderId:1891013900 	 userLocation:Storybrooke 	 FollowersCount:5080 	 FriendsCount:1312 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 00:07:19 
Tweet:@WriteOnSteph Magnus chase is freaking awesome 	 ReaderName:Haley Cooley 	 ReaderScreenName:CowgirlBookworm 	 ReaderId:565877228 	 userLocation:Gilbert, Arizona 	 FollowersCount:159 	 FriendsCount:981 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-19 00:01:55 
Tweet:RT @monsteraus: magnus chase is fkcing gay? i can't believe he is literally gay? what a world 	 ReaderName:my dearest    , 	 ReaderScreenName:electricklights 	 ReaderId:140100852 	 userLocation:bed 	 FollowersCount:165 	 FriendsCount:197 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-18 23:55:48 
Tweet:Mom [carrying Magnus Chase book]: I figured out why you won't get a hair cut.
Me [looking at the book]: ...What? 	 ReaderName:Spookie Nicks 	 ReaderScreenName:WriteOnSteph 	 ReaderId:223908057 	 userLocation:Sun Devil Nation 	 FollowersCount:1227 	 FriendsCount:1006 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 23:54:38 
Tweet:finished magnus chase!! it was Fine. now i gotta finish my data analysis &amp; then i guess i'll start hxh 	 ReaderName:daino 	 ReaderScreenName:dainochild 	 ReaderId:2216823366 	 userLocation:the farplane 	 FollowersCount:111 	 FriendsCount:56 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 23:47:17 
Tweet:magnus chase is fkcing gay? i can't believe he is literally gay? what a world 	 ReaderName:swagness chase 	 ReaderScreenName:monsteraus 	 ReaderId:3131520628 	 userLocation:icon--pfeffersteak.tumblr.com 	 FollowersCount:144 	 FriendsCount:101 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-18 23:46:56 
Tweet:Reading magnus chase still and watching harry potter 7 	 ReaderName:Libby Gregory 	 ReaderScreenName:Wolfgirl2014 	 ReaderId:260738448 	 userLocation:Virginia Beach, VA 	 FollowersCount:62 	 FriendsCount:124 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 23:45:48 
Tweet:#Read The Best #Book here : http://t.co/s0TzwkXK6P #3816 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan … http://t.co/8GCQtH0q2d 	 ReaderName:The Best Book HERE 	 ReaderScreenName:XR_R8_4N 	 ReaderId:3241703198 	 userLocation:USA 	 FollowersCount:71 	 FriendsCount:26 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 23:45:10 
Tweet:RT @HarvardBooks: Want a SIGNED copy of @camphalfblood's #MagnusChase; we ship throughout U.S.! http://t.co/NqnqDh9u20 #RickRiordan http://… 	 ReaderName:jimee - van sant 	 ReaderScreenName:JimeVanSant 	 ReaderId:2864382256 	 userLocation: 	 FollowersCount:51 	 FriendsCount:77 	 CreatedTime:False 	 Retweeted:64 	 RetweetCount:2015-10-18 23:28:28 
Tweet:Read This Book http://t.co/WUgV4AARRy #1871 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan -  MP3 CD Aud… http://t.co/85lhCRHh0i 	 ReaderName:Read This Book 	 ReaderScreenName:FX_G7_EX 	 ReaderId:3260875423 	 userLocation:USA 	 FollowersCount:44 	 FriendsCount:6 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 23:19:41 
Tweet:RT @NYMediaWorks: .@camphalfblood interview and a #MagnusChase #giveaway! http://t.co/7F3PxatrUf @DisneyHyperion #middlegrade #kidlit http:… 	 ReaderName:Katya Szewczuk 	 ReaderScreenName:katyaszew 	 ReaderId:2992892344 	 userLocation:New Jersey 	 FollowersCount:622 	 FriendsCount:1399 	 CreatedTime:False 	 Retweeted:2 	 RetweetCount:2015-10-18 23:11:02 
Tweet:Reasons to like Magnus Chase: The Sword of Summer - transgirlgogo: One of the main characters is deaf and... http://t.co/MDfOaXhNPC 	 ReaderName:Gih 	 ReaderScreenName:Gisely_Dalzy 	 ReaderId:972082771 	 userLocation:Rio de Janeiro 	 FollowersCount:28 	 FriendsCount:110 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 23:01:07 
Tweet:Read This Book http://t.co/sh2kT9QBTE #3991 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan -  MP3 CD Aud… http://t.co/Ccl3lMEPSq 	 ReaderName:Read This Book 	 ReaderScreenName:FP_JT_DP 	 ReaderId:3319579527 	 userLocation:USA 	 FollowersCount:58 	 FriendsCount:15 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 22:59:04 
Tweet:I entered to win signed copies of #MagnusChase books from @camphalfblood and @nymediaworks! http://t.co/VuvSaTglwh 	 ReaderName:taryn tener 	 ReaderScreenName:taryn221 	 ReaderId:25810865 	 userLocation: 	 FollowersCount:227 	 FriendsCount:2010 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 22:39:55 
Tweet:Just want to read Magnus Chase can't wait until Thursday to get some money to buy it🙏🏻😊 	 ReaderName:Soph♥ 	 ReaderScreenName:SophieAnnOrd 	 ReaderId:332977097 	 userLocation:camp half-blood♥ 	 FollowersCount:1093 	 FriendsCount:1320 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 22:39:52 
Tweet:@purpl_unicorns Haha! I'm halfway through it and you'll be glad to know nobody has died. Yet. 😂 Have you read Magnus Chase? 	 ReaderName:❤️✨SURGERY✨❤️ 	 ReaderScreenName:RealHoneyLemon 	 ReaderId:3323101986 	 userLocation:✨Hospital✨ 	 FollowersCount:193 	 FriendsCount:170 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 22:36:33 
Tweet:I entered to win signed copies of #MagnusChase books from @camphalfblood and @nymediaworks! http://t.co/XKxfVDshvV 	 ReaderName:ruth christensen 	 ReaderScreenName:ruthchristens13 	 ReaderId:2504227342 	 userLocation:Georgia, USA 	 FollowersCount:197 	 FriendsCount:1045 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 22:23:55 
Tweet:I entered to win signed copies of #MagnusChase books from @camphalfblood and @nymediaworks! http://t.co/3sWcxR6lva 	 ReaderName:Laura Royal 	 ReaderScreenName:laroyal06 	 ReaderId:166619908 	 userLocation:Charleston, SC 	 FollowersCount:1036 	 FriendsCount:2001 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 22:21:20 
Tweet:Guys help me! Buy Magnus Chase or Illuminae? 😫😫😫 #thestruggle 	 ReaderName:andrea 	 ReaderScreenName:darlin_gem 	 ReaderId:2891367048 	 userLocation: 	 FollowersCount:93 	 FriendsCount:294 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 22:11:31 
Tweet:@camphalfblood my reaction after buying Magnus Chase today http://t.co/xNT25SVoAE 	 ReaderName:Mabel & the Diamonds 	 ReaderScreenName:underwater_camp 	 ReaderId:263784462 	 userLocation:noitosfera 	 FollowersCount:40 	 FriendsCount:119 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 22:03:04 
Tweet:||Guys.  FC choice for Magnus Chase:  Yay or Nay? http://t.co/IhQxVFA5wU 	 ReaderName:Nico di Angelo 	 ReaderScreenName:PenumbralKing 	 ReaderId:3302525820 	 userLocation:Cabin XIII 	 FollowersCount:619 	 FriendsCount:433 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 21:28:15 
Tweet:@smolgorl it was on while I've been reading magnus chase and my dad has been livid 	 ReaderName:#4WALLS [D-18] 	 ReaderScreenName:joonma_ 	 ReaderId:2809271591 	 userLocation:#ScientistSquad & #MinhoGang 	 FollowersCount:101 	 FriendsCount:207 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 21:19:46 
Tweet:I have Magnus Chase in front of me and I can't start it bc I'm very emotional over this book. 	 ReaderName:ex bookaholicbitch 	 ReaderScreenName:bookaholicstump 	 ReaderId:151619397 	 userLocation:#TeamPiresAlways 	 FollowersCount:1062 	 FriendsCount:1031 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 21:18:37 
Tweet:Win a copy of MAGNUS CHASE AND THE GODS OF ASGARD by Rick Riordan at http://t.co/71hUnYuLgo!  https://t.co/IHs1OU8dYx 	 ReaderName:Jennifer L. 	 ReaderScreenName:terferj 	 ReaderId:608426895 	 userLocation:USA 	 FollowersCount:123 	 FriendsCount:528 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 21:13:47 
Tweet:This weekend, #amreading @camphalfblood's terrific Magnus Chase - Sword of Summer. Wish these myth-based books had existed when I was 12! 	 ReaderName:Bruce Hale 	 ReaderScreenName:storyguy1 	 ReaderId:51591151 	 userLocation:Santa Barbara, CA 	 FollowersCount:533 	 FriendsCount:219 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-18 20:51:46 
Tweet:Read This Book http://t.co/hqcOnAukqk #2177 Magnus Chase #1 - THE SWORD OF SUMMER - By Rick Riordan -  MP3 CD Aud… http://t.co/r07uZ6mF3t 	 ReaderName:HEALTH VIP 	 ReaderScreenName:XY_7F_F2 	 ReaderId:3234182988 	 userLocation:USA 	 FollowersCount:34 	 FriendsCount:21 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 20:46:30 
Tweet:I entered to win signed copies of #MagnusChase books from @camphalfblood and @nymediaworks! http://t.co/JWA8miBATp 	 ReaderName:Ken Christensen 	 ReaderScreenName:KenChristense13 	 ReaderId:2491395252 	 userLocation: 	 FollowersCount:194 	 FriendsCount:1174 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 20:43:06 
Tweet:RT @thatbluebox: elissa came into my room to talk about magnus chase which led to percy wHICH led to quantico and about a 20 min fan theory… 	 ReaderName:elissa 	 ReaderScreenName:elissapond 	 ReaderId:1597158444 	 userLocation:cryin bout highlanders 	 FollowersCount:160 	 FriendsCount:142 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-18 20:38:47 
Tweet:@kat_tastic stop reading carry on... START MAGNUS CHASE AND THE SWORD OF SUMMER!!!! 	 ReaderName:Daniel Morales/TODAY 	 ReaderScreenName:ThisBookNerd 	 ReaderId:2457455318 	 userLocation:Hoover, AL 	 FollowersCount:33 	 FriendsCount:141 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-18 20:38:18 
